Geo_accession,CEL_file_names,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,platform_id,contact_country,contact_institute,GSE_ID,GSE_filename,cell_line,disease,origin,Cellosaurus_ID,Cellline,Matching_Type,cell_line_Trimmed
GSM320590,GSM320590,breast cancer cell line_BT20,Public on Jan 12 2009,Sep 15 2008,Aug 28 2018,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,BT20,,,CVCL_0178,BT20,Cello Cell line Synonym,bt20
GSM320591,GSM320591,breast cancer cell line_KPL4,Public on Jan 12 2009,Sep 15 2008,Aug 28 2018,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,KPL4,,,CVCL_5310,KPL4,Cello Cell line Synonym,kpl4
GSM320592,GSM320592,breast cancer cell line_MDA-MB-134VI,Public on Jan 12 2009,Sep 15 2008,Aug 28 2018,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,MDA-MB-134VI,,,CVCL_0617,MDA-MB-134VI,Cello Cell line Synonym,mdamb134vi
GSM320593,GSM320593,breast cancer cell line_MX1,Public on Jan 12 2009,Sep 15 2008,Aug 28 2018,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,MX1,,,CVCL_4774,MX1,Cello Cell line Synonym,mx1
GSM320594,GSM320594,breast cancer cell line_HCC1806,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC1806,,,CVCL_1258,HCC1806,Cello Cell line Name,hcc1806
GSM320595,GSM320595,breast cancer cell line_AU565,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,AU565,,,CVCL_1074,AU565,Cello Cell line Name,au565
GSM320596,GSM320596,breast cancer cell line_BT474,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,BT474,,,CVCL_0179,BT474,Cello Cell line Synonym,bt474
GSM320597,GSM320597,breast cancer cell line_BT483,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,BT483,,,CVCL_2319,BT483,Cello Cell line Synonym,bt483
GSM320598,GSM320598,breast cancer cell line_BT-549,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,BT-549,,,CVCL_1092,BT-549,Cello Cell line Name,bt549
GSM320599,GSM320599,breast cancer cell line_CAMA-1,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,CAMA-1,,,CVCL_1115,CAMA-1,Cello Cell line Name,cama1
GSM320600,GSM320600,breast cancer cell line_DU4475,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,DU4475,,,CVCL_1183,DU4475,Cello Cell line Name,du4475
GSM320601,GSM320601,breast cancer cell line_Hs578T,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,Hs578T,,,CVCL_0332,Hs578T,Cello Cell line Synonym,hs578t
GSM320602,GSM320602,breast cancer cell line_MCF7,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,MCF7,,,CVCL_0031,MCF7,Cello Cell line Synonym,mcf7
GSM320603,GSM320603,breast cancer cell line_MDA-MB-175VII,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,MDA-MB-175VII,,,CVCL_1400,MDA-MB-175VII,Cello Cell line Synonym,mdamb175vii
GSM320604,GSM320604,breast cancer cell line_MDA-MB-231,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,MDA-MB-231,,,CVCL_0062,MDA-MB-231,Cello Cell line Name,mdamb231
GSM320605,GSM320605,breast cancer cell line_MDA-MB-361,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,MDA-MB-361,,,CVCL_0620,MDA-MB-361,Cello Cell line Name,mdamb361
GSM320606,GSM320606,breast cancer cell line_MDA-MB-415,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,MDA-MB-415,,,CVCL_0621,MDA-MB-415,Cello Cell line Name,mdamb415
GSM320607,GSM320607,breast cancer cell line_MDA-MB-435s,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,MDA-MB-435s,,,CVCL_0622,MDA-MB-435s,Cello Cell line Synonym,mdamb435s
GSM320608,GSM320608,breast cancer cell line_MDA-MB-436,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,MDA-MB-436,,,CVCL_0623,MDA-MB-436,Cello Cell line Name,mdamb436
GSM320609,GSM320609,breast cancer cell line_MDA-MB-453,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,MDA-MB-453,,,CVCL_0418,MDA-MB-453,Cello Cell line Name,mdamb453
GSM320610,GSM320610,breast cancer cell line_MDA-MB-468,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,MDA-MB-468,,,CVCL_0419,MDA-MB-468,Cello Cell line Name,mdamb468
GSM320611,GSM320611,breast cancer cell line_SKBR3,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,SKBR3,,,CVCL_0033,SKBR3,Cello Cell line Synonym,skbr3
GSM320612,GSM320612,breast cancer cell line_T47D,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,T47D,,,CVCL_0553,T47D,Cello Cell line Synonym,t47d
GSM320613,GSM320613,breast cancer cell line_UACC-812,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,UACC-812,,,CVCL_1781,UACC-812,Cello Cell line Name,uacc812
GSM320614,GSM320614,breast cancer cell line_ZR75-1,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,ZR75-1,,,CVCL_0588,ZR75-1,Cello Cell line Synonym,zr751
GSM320615,GSM320615,breast cancer cell line_CAL-120,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,CAL-120,,,CVCL_1104,CAL-120,Cello Cell line Name,cal120
GSM320616,GSM320616,breast cancer cell line_CAL-51,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,CAL-51,,,CVCL_1110,CAL-51,Cello Cell line Name,cal51
GSM320617,GSM320617,breast cancer cell line_CAL85-1,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,CAL85-1,,,CVCL_1114,CAL85-1,Cello Cell line Synonym,cal851
GSM320618,GSM320618,breast cancer cell line_EFM19,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,EFM19,,,CVCL_0253,EFM19,Cello Cell line Synonym,efm19
GSM320619,GSM320619,breast cancer cell line_EFM-192A,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,EFM-192A,,,CVCL_1812,EFM-192A,Cello Cell line Name,efm192a
GSM320620,GSM320620,breast cancer cell line_EVSA-T,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,EVSA-T,,,CVCL_1207,EVSA-T,Cello Cell line Synonym,evsat
GSM320621,GSM320621,breast cancer cell line_HCC1937,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC1937,,,CVCL_0290,HCC1937,Cello Cell line Name,hcc1937
GSM320622,GSM320622,breast cancer cell line_KPL1,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,KPL1,,,CVCL_2094,KPL1,Cello Cell line Synonym,kpl1
GSM320623,GSM320623,breast cancer cell line_HCC202,Public on Jan 12 2009,Sep 15 2008,Aug 28 2018,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC202,,,CVCL_2062,HCC202,Cello Cell line Name,hcc202
GSM320624,GSM320624,breast cancer cell line_HCC1419,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC1419,,,CVCL_1251,HCC1419,Cello Cell line Name,hcc1419
GSM320625,GSM320625,breast cancer cell line_HCC70,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC70,,,CVCL_1270,HCC70,Cello Cell line Name,hcc70
GSM320626,GSM320626,breast cancer cell line_HCC1428,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC1428,,,CVCL_1252,HCC1428,Cello Cell line Name,hcc1428
GSM320627,GSM320627,breast cancer cell line_HCC1954,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC1954,,,CVCL_1259,HCC1954,Cello Cell line Name,hcc1954
GSM320628,GSM320628,breast cancer cell line_HCC2218,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC2218,,,CVCL_1263,HCC2218,Cello Cell line Name,hcc2218
GSM320629,GSM320629,breast cancer cell line_HCC1500,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC1500,,,CVCL_1254,HCC1500,Cello Cell line Name,hcc1500
GSM320630,GSM320630,breast cancer cell line_HCC1395,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC1395,,,CVCL_1249,HCC1395,Cello Cell line Name,hcc1395
GSM320631,GSM320631,breast cancer cell line_HCC1143,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC1143,,,CVCL_1245,HCC1143,Cello Cell line Name,hcc1143
GSM320632,GSM320632,breast cancer cell line_HDQ-P1,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HDQ-P1,,,CVCL_2067,HDQ-P1,Cello Cell line Name,hdqp1
GSM320633,GSM320633,breast cancer cell line_ZR75-30,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,ZR75-30,,,CVCL_1661,ZR75-30,Cello Cell line Synonym,zr7530
GSM320634,GSM320634,breast cancer cell line_MFM-223,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,MFM-223,,,CVCL_1408,MFM-223,Cello Cell line Name,mfm223
GSM320635,GSM320635,breast cancer cell line_HCC1569,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC1569,,,CVCL_1255,HCC1569,Cello Cell line Name,hcc1569
GSM320636,GSM320636,breast cancer cell line_HCC38,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,HCC38,,,CVCL_1267,HCC38,Cello Cell line Name,hcc38
GSM320637,GSM320637,breast cancer cell line_CAL-148,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,CAL-148,,,CVCL_1106,CAL-148,Cello Cell line Name,cal148
GSM320638,GSM320638,breast cancer cell line_UACC-893,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,UACC-893,,,CVCL_1782,UACC-893,Cello Cell line Name,uacc893
GSM320639,GSM320639,breast cancer cell line_JIMT-1,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Luminal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,JIMT-1,,,CVCL_2077,JIMT-1,Cello Cell line Name,jimt1
GSM320640,GSM320640,breast cancer cell line_SW527,Public on Jan 12 2009,Sep 15 2008,Feb 29 2012,RNA,1.0,Breast cancer,Homo sapiens,gene_expression_subtype: Basal,GPL570,USA,Genentech,GSE12790,GSE12790_series_matrix.txt.gz,SW527,,,CVCL_3799,SW527,Cello Cell line Name,sw527
GSM322534,GSM322534,,,,,,,,,,,,,,,,,,CVCL_1629,OVCAR-8,Cello GEO GSM,
GSM322535,GSM322535,,,,,,,,,,,,,,,,,,CVCL_1629,OVCAR-8,Cello GEO GSM,
GSM322536,GSM322536,,,,,,,,,,,,,,,,,,CVCL_1629,OVCAR-8,Cello GEO GSM,
GSM357876,GSM357876,A549-aza-1,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,A549 Cell line,Homo sapiens,Cell line: A549,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,A549,,,CVCL_0023,A549,Cello Cell line Synonym,a549
GSM357877,GSM357877,A549-aza-2,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,A549 Cell line,Homo sapiens,Cell line: A549,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,A549,,,CVCL_0023,A549,Cello Cell line Synonym,a549
GSM357878,GSM357878,A549-aza-3,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,A549 Cell line,Homo sapiens,Cell line: A549,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,A549,,,CVCL_0023,A549,Cello Cell line Synonym,a549
GSM357879,GSM357879,A549-un-1,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,A549 Cell line,Homo sapiens,Cell line: A549,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,A549,,,CVCL_0023,A549,Cello Cell line Synonym,a549
GSM357880,GSM357880,A549-un-2,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,A549 Cell line,Homo sapiens,Cell line: A549,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,A549,,,CVCL_0023,A549,Cello Cell line Synonym,a549
GSM357881,GSM357881,A549-un-3,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,A549 Cell line,Homo sapiens,Cell line: A549,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,A549,,,CVCL_0023,A549,Cello Cell line Synonym,a549
GSM357882,GSM357882,H460-aza-1,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,H460 Cell line,Homo sapiens,Cell line: H460,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,H460,,,CVCL_0459,H460,Cello Cell line Synonym,h460
GSM357883,GSM357883,H460-aza-2,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,H460 Cell line,Homo sapiens,Cell line: H460,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,H460,,,CVCL_0459,H460,Cello Cell line Synonym,h460
GSM357884,GSM357884,H460-aza-3,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,H460 Cell line,Homo sapiens,Cell line: H460,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,H460,,,CVCL_0459,H460,Cello Cell line Synonym,h460
GSM357885,GSM357885,H460-un-1,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,H460 Cell line,Homo sapiens,Cell line: H460,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,H460,,,CVCL_0459,H460,Cello Cell line Synonym,h460
GSM357886,GSM357886,H460-un-2,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,H460 Cell line,Homo sapiens,Cell line: H460,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,H460,,,CVCL_0459,H460,Cello Cell line Synonym,h460
GSM357887,GSM357887,H460-un-3,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,H460 Cell line,Homo sapiens,Cell line: H460,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,H460,,,CVCL_0459,H460,Cello Cell line Synonym,h460
GSM357888,GSM357888,H125-un-1,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,H125 Cell line,Homo sapiens,Cell line: H125,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,H125,,,CVCL_3968,H125,Cello Cell line Synonym,h125
GSM357889,GSM357889,H125-un-2,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,H125 Cell line,Homo sapiens,Cell line: H125,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,H125,,,CVCL_3968,H125,Cello Cell line Synonym,h125
GSM357890,GSM357890,H125-un-3,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,H125 Cell line,Homo sapiens,Cell line: H125,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,H125,,,CVCL_3968,H125,Cello Cell line Synonym,h125
GSM357891,GSM357891,H125-aza-2,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,H125 Cell line,Homo sapiens,Cell line: H125,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,H125,,,CVCL_3968,H125,Cello Cell line Synonym,h125
GSM357892,GSM357892,H125-aza-3,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,H125 Cell line,Homo sapiens,Cell line: H125,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,H125,,,CVCL_3968,H125,Cello Cell line Synonym,h125
GSM357893,GSM357893,ZL25-aza-1,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,ZL25 Cell line,Homo sapiens,Cell line: ZL25,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,ZL25,,,,,,zl25
GSM357894,GSM357894,ZL25-aza-2,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,ZL25 Cell line,Homo sapiens,Cell line: ZL25,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,ZL25,,,,,,zl25
GSM357895,GSM357895,ZL25-aza-3,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,ZL25 Cell line,Homo sapiens,Cell line: ZL25,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,ZL25,,,,,,zl25
GSM357896,GSM357896,ZL25-un-1,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,ZL25 Cell line,Homo sapiens,Cell line: ZL25,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,ZL25,,,,,,zl25
GSM357897,GSM357897,ZL25-un-2,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,ZL25 Cell line,Homo sapiens,Cell line: ZL25,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,ZL25,,,,,,zl25
GSM357898,GSM357898,ZL25-un-3,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,ZL25 Cell line,Homo sapiens,Cell line: ZL25,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,ZL25,,,,,,zl25
GSM357899,GSM357899,Calu3-un-1,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,Calu3 Cell line,Homo sapiens,Cell line: Calu3,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,Calu3,,,CVCL_0609,Calu3,Cello Cell line Synonym,calu3
GSM357900,GSM357900,Calu3-un-2,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,Calu3 Cell line,Homo sapiens,Cell line: Calu3,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,Calu3,,,CVCL_0609,Calu3,Cello Cell line Synonym,calu3
GSM357901,GSM357901,Calu3-aza-1,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,Calu3 Cell line,Homo sapiens,Cell line: Calu3,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,Calu3,,,CVCL_0609,Calu3,Cello Cell line Synonym,calu3
GSM357902,GSM357902,Calu3-aza-2,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,Calu3 Cell line,Homo sapiens,Cell line: Calu3,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,Calu3,,,CVCL_0609,Calu3,Cello Cell line Synonym,calu3
GSM357903,GSM357903,Calu3-aza-3,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,Calu3 Cell line,Homo sapiens,Cell line: Calu3,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,Calu3,,,CVCL_0609,Calu3,Cello Cell line Synonym,calu3
GSM357904,GSM357904,Hotz-un-1,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,Hotz Cell line,Homo sapiens,Cell line: Hotz,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,Hotz,,,,,,hotz
GSM357905,GSM357905,Hotz-un-2,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,Hotz Cell line,Homo sapiens,Cell line: Hotz,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,Hotz,,,,,,hotz
GSM357906,GSM357906,Hotz-un-3,Public on Aug 01 2009,Jan 07 2009,Jan 07 2009,RNA,1.0,Hotz Cell line,Homo sapiens,Cell line: Hotz,GPL570,Switzerland,ETH Zurich / University of Zurich,GSE14315,GSE14315_series_matrix.txt.gz,Hotz,,,,,,hotz
