HGNC ID	Approved symbol	Previous symbols	Alias symbols	Ensembl gene ID	Locus group
HGNC:58688	CDK20-AS1			ENSG00000303962	non-coding RNA
HGNC:21050	CDKAL1		FLJ20342	ENSG00000145996	protein-coding gene
HGNC:1781	CDKL1		KKIALRE	ENSG00000100490	protein-coding gene
HGNC:1782	CDKL2		P56, KKIAMRE	ENSG00000138769	protein-coding gene
HGNC:15483	CDKL3		NKIAMRE	ENSG00000006837	protein-coding gene
HGNC:19287	CDKL4			ENSG00000205111	protein-coding gene
HGNC:11411	CDKL5	STK9	EIEE2, CFAP247	ENSG00000008086	protein-coding gene
HGNC:1784	CDKN1A	CDKN1	P21, CIP1, WAF1, SDI1, CAP20, p21CIP1, p21Cip1/Waf1, p21	ENSG00000124762	protein-coding gene
HGNC:42399	CDKN1A-AS1		p21NAT		non-coding RNA
HGNC:1785	CDKN1B		KIP1, P27KIP1	ENSG00000111276	protein-coding gene
HGNC:1786	CDKN1C	BWCR, BWS	P57, KIP2	ENSG00000129757	protein-coding gene
HGNC:1787	CDKN2A	CDKN2, MLM	CDK4I, p16, INK4a, MTS1, CMM2, ARF, p19, p14, INK4, p16INK4a, p19Arf, p14ARF, P16-INK4A, CAI2	ENSG00000147889	protein-coding gene
HGNC:23831	CDKN2A-AS1	C9orf53, CDKN2A-DT	bA149I2.3	ENSG00000224854	non-coding RNA
HGNC:24325	CDKN2AIP		XTBD2, FLJ20036, CARF	ENSG00000168564	protein-coding gene
HGNC:1788	CDKN2B		P15, MTS2, INK4B, TP15, CDK4I, p15INK4b	ENSG00000147883	protein-coding gene
HGNC:34341	CDKN2B-AS1	CDKN2BAS	ANRIL, RP11-145E5.4, NCRNA00089, p15AS, CDKN2B-AS, PCAT12, 66CTG	ENSG00000240498	non-coding RNA
HGNC:1789	CDKN2C		INK4C, p18	ENSG00000123080	protein-coding gene
HGNC:1790	CDKN2D		INK4D, p19	ENSG00000129355	protein-coding gene
HGNC:1791	CDKN3		KAP, CDI1	ENSG00000100526	protein-coding gene
HGNC:24913	CDNF	ARMETL1		ENSG00000185267	protein-coding gene
HGNC:1795	CDO1			ENSG00000129596	protein-coding gene
HGNC:17104	CDON		ORCAM, CDO, CDON1, Ihog	ENSG00000064309	protein-coding gene
HGNC:58647	CDONP1			ENSG00000255540	pseudogene
HGNC:58648	CDONP2			ENSG00000254785	pseudogene
HGNC:58649	CDONP3			ENSG00000254818	pseudogene
HGNC:58650	CDONP4			ENSG00000254412	pseudogene
HGNC:33710	CDPF1	C22orf40	CDKN1A	ENSG00000205643	protein-coding gene
HGNC:54763	CDPF1P1			ENSG00000227799	pseudogene
HGNC:1798	CDR1	CDR	CDR62A, CDR34	ENSG00000288642	other
HGNC:1799	CDR2		CDR62, Yo	ENSG00000140743	protein-coding gene
HGNC:55381	CDR2-DT			ENSG00000260790	non-coding RNA
HGNC:29999	CDR2L		HUMPPA	ENSG00000109089	protein-coding gene
HGNC:14381	CDRT2				other
HGNC:14382	CDRT3				non-coding RNA
HGNC:14383	CDRT4		FLJ36674	ENSG00000239704	protein-coding gene
HGNC:14384	CDRT5				other
HGNC:14386	CDRT7		NCRNA00025, LINC00025	ENSG00000259944	non-coding RNA
HGNC:14387	CDRT8			ENSG00000265163	non-coding RNA
HGNC:14390	CDRT10				other
HGNC:14391	CDRT11				other
HGNC:14392	CDRT12				other
HGNC:14393	CDRT13				other
HGNC:14395	CDRT15			ENSG00000223510	protein-coding gene
HGNC:34075	CDRT15L2			ENSG00000214819	protein-coding gene
HGNC:33168	CDRT15P1	CDRT15P		ENSG00000141028	pseudogene
HGNC:34074	CDRT15P2	CDRT15L1		ENSG00000227255	pseudogene
HGNC:33824	CDRT15P3	C2orf27B	MGC50273	ENSG00000186825	pseudogene
HGNC:54913	CDRT15P4			ENSG00000287071	pseudogene
HGNC:49813	CDRT15P5	C2orf27AP2		ENSG00000239792	pseudogene
HGNC:54914	CDRT15P6			ENSG00000276832	pseudogene
HGNC:54915	CDRT15P7			ENSG00000268951	pseudogene
HGNC:54916	CDRT15P8			ENSG00000279062	pseudogene
HGNC:54917	CDRT15P9			ENSG00000279414	pseudogene
HGNC:38413	CDRT15P10	C2orf27AP1		ENSG00000273693	pseudogene
HGNC:54918	CDRT15P11			ENSG00000251345	pseudogene
HGNC:54919	CDRT15P12			ENSG00000233765	pseudogene
HGNC:54920	CDRT15P13			ENSG00000258781	pseudogene
HGNC:50418	CDRT15P14	C2orf27AP3		ENSG00000230804	pseudogene
HGNC:1800	CDS1			ENSG00000163624	protein-coding gene
HGNC:58840	CDS1-AS1			ENSG00000306033	non-coding RNA
HGNC:1801	CDS2			ENSG00000101290	protein-coding gene
HGNC:1802	CDSN		D6S586E	ENSG00000204539	protein-coding gene
HGNC:24576	CDT1		DUP, RIS2	ENSG00000167513	protein-coding gene
HGNC:26928	CDV3		H41	ENSG00000091527	protein-coding gene
HGNC:42387	CDV3P1			ENSG00000176243	pseudogene
HGNC:1805	CDX1			ENSG00000113722	protein-coding gene
HGNC:1806	CDX2	CDX3		ENSG00000165556	protein-coding gene
HGNC:1808	CDX4			ENSG00000131264	protein-coding gene
HGNC:1809	CDY1		CDY1A	ENSG00000172288	protein-coding gene
HGNC:23920	CDY1B			ENSG00000172352	protein-coding gene
HGNC:1810	CDY2A	CDY2		ENSG00000182415	protein-coding gene
HGNC:23921	CDY2B		CDY	ENSG00000129873	protein-coding gene
HGNC:23849	CDY3P			ENSG00000232235	pseudogene
HGNC:23872	CDY4P			ENSG00000228411	pseudogene
HGNC:23850	CDY5P			ENSG00000226449	pseudogene
HGNC:23853	CDY6P			ENSG00000229138	pseudogene
HGNC:23854	CDY7P			ENSG00000237558	pseudogene
HGNC:23855	CDY8P			ENSG00000224033	pseudogene
HGNC:23851	CDY9P			ENSG00000232899	pseudogene
HGNC:23848	CDY10P			ENSG00000226042	pseudogene
HGNC:23852	CDY11P			ENSG00000230029	pseudogene
HGNC:23856	CDY12P			ENSG00000228850	pseudogene
HGNC:23857	CDY13P			ENSG00000224873	pseudogene
HGNC:23858	CDY14P			ENSG00000226873	pseudogene
HGNC:23859	CDY15P			ENSG00000223362	pseudogene
HGNC:23860	CDY16P				pseudogene
HGNC:23861	CDY17P			ENSG00000231375	pseudogene
HGNC:23862	CDY18P			ENSG00000232205	pseudogene
HGNC:23863	CDY19P			ENSG00000237823	pseudogene
HGNC:23864	CDY20P			ENSG00000225609	pseudogene
HGNC:23865	CDY21P				pseudogene
HGNC:23866	CDY22P			ENSG00000229343	pseudogene
HGNC:23867	CDY23P			ENSG00000231716	pseudogene
HGNC:1811	CDYL		DKFZP586C1622, CDYL1	ENSG00000153046	protein-coding gene
HGNC:40142	CDYL-AS1			ENSG00000236336	non-coding RNA
HGNC:23030	CDYL2		FLJ38866	ENSG00000166446	protein-coding gene
HGNC:52805	CDYLP1			ENSG00000224039	pseudogene
HGNC:1814	CEACAM1	BGP	BGP1, CD66a	ENSG00000079385	protein-coding gene
HGNC:1815	CEACAM3	CGM1	CD66d, CGM1a	ENSG00000170956	protein-coding gene
HGNC:1816	CEACAM4	CGM7		ENSG00000105352	protein-coding gene
HGNC:1817	CEACAM5	CEA	CD66e	ENSG00000105388	protein-coding gene
HGNC:1818	CEACAM6	NCA	CD66c, NCA-50/90	ENSG00000086548	protein-coding gene
HGNC:1819	CEACAM7	CGM2	CEA	ENSG00000007306	protein-coding gene
HGNC:1820	CEACAM8	CGM6	CD66b	ENSG00000124469	protein-coding gene
HGNC:31948	CEACAM16		DFNA4B	ENSG00000213892	protein-coding gene
HGNC:55317	CEACAM16-AS1			ENSG00000266903	non-coding RNA
HGNC:31949	CEACAM18			ENSG00000213822	protein-coding gene
HGNC:31951	CEACAM19		CEAL1	ENSG00000186567	protein-coding gene
HGNC:24879	CEACAM20		UNQ9366	ENSG00000273777	protein-coding gene
HGNC:28834	CEACAM21		R29124_1, FLJ13540	ENSG00000007129	protein-coding gene
HGNC:38029	CEACAM22P			ENSG00000230666	pseudogene
HGNC:1821	CEACAMP1	CGM8		ENSG00000233681	pseudogene
HGNC:1824	CEACAMP2	CGM9		ENSG00000230558	pseudogene
HGNC:1825	CEACAMP3	CGM10, CEACAM24P		ENSG00000239736	pseudogene
HGNC:1826	CEACAMP4	CGM11		ENSG00000230681	pseudogene
HGNC:1827	CEACAMP5	CGM12		ENSG00000231561	pseudogene
HGNC:1828	CEACAMP6	CGM13		ENSG00000238092	pseudogene
HGNC:1829	CEACAMP7	CGM14		ENSG00000227349	pseudogene
HGNC:1830	CEACAMP8	CGM15		ENSG00000236932	pseudogene
HGNC:1831	CEACAMP9	CGM16		ENSG00000230529	pseudogene
HGNC:1822	CEACAMP10	CGM17		ENSG00000241104	pseudogene
HGNC:1823	CEACAMP11	CGM18		ENSG00000236123	pseudogene
HGNC:1833	CEBPA	CEBP	C/EBP-alpha	ENSG00000245848	protein-coding gene
HGNC:25710	CEBPA-DT	CEBPA-AS1	ADINR	ENSG00000267296	non-coding RNA
HGNC:1834	CEBPB	TCF5	LAP, CRP2, NFIL6, IL6DBP, C/EBP-beta	ENSG00000172216	protein-coding gene
HGNC:51226	CEBPB-AS1			ENSG00000277449	non-coding RNA
HGNC:1835	CEBPD		CRP3, CELF, C/EBP-delta, NF-IL6-beta	ENSG00000221869	protein-coding gene
HGNC:1836	CEBPE		CRP1	ENSG00000092067	protein-coding gene
HGNC:1837	CEBPG		GPE1BP, IG/EBP-1	ENSG00000153879	protein-coding gene
HGNC:24218	CEBPZ		CBF2, CTF2, HSP-CBF	ENSG00000115816	protein-coding gene
HGNC:49288	CEBPZOS	CEBPZ-AS1		ENSG00000218739	protein-coding gene
HGNC:1838	CECR				other
HGNC:1840	CECR2		KIAA1740	ENSG00000099954	protein-coding gene
HGNC:1841	CECR3			ENSG00000241832	non-coding RNA
HGNC:1845	CECR7		SAHL1	ENSG00000237438	non-coding RNA
HGNC:1847	CECR9			ENSG00000231004	non-coding RNA
HGNC:56653	CEDORA		RP11-298D21.1, FEDORA	ENSG00000260788	non-coding RNA
HGNC:1848	CEL		BSSL, MODY8	ENSG00000170835	protein-coding gene
HGNC:3308	CELA1	ELA1		ENSG00000139610	protein-coding gene
HGNC:24609	CELA2A		ELA2A	ENSG00000142615	protein-coding gene
HGNC:29995	CELA2B		RP11-265F14.2, ELA2B	ENSG00000215704	protein-coding gene
HGNC:15944	CELA3A	ELA3A	ELA3	ENSG00000142789	protein-coding gene
HGNC:15945	CELA3B	ELA3B	CBPP	ENSG00000219073	protein-coding gene
HGNC:2549	CELF1	CUGBP1	CUG-BP, hNab50, BRUNOL2, NAB50, CUGBP, NAPOR, EDEN-BP	ENSG00000149187	protein-coding gene
HGNC:2550	CELF2	CUGBP2	Etr-3, NAPOR-2, BRUNOL3	ENSG00000048740	protein-coding gene
HGNC:23515	CELF2-AS1	C10orf31	FLJ40494, Em:AC026887.2	ENSG00000181800	non-coding RNA
HGNC:44703	CELF2-AS2			ENSG00000237986	non-coding RNA
HGNC:58224	CELF2-AS3			ENSG00000230322	non-coding RNA
HGNC:58359	CELF2-AS4			ENSG00000228027	non-coding RNA
HGNC:54157	CELF2-DT			ENSG00000270111	non-coding RNA
HGNC:11967	CELF3	TNRC4	CAGH4, BRUNOL1, ERDA4, MGC57297	ENSG00000159409	protein-coding gene
HGNC:14015	CELF4	BRUNOL4		ENSG00000101489	protein-coding gene
HGNC:14058	CELF5	BRUNOL5		ENSG00000161082	protein-coding gene
HGNC:14059	CELF6	BRUNOL6		ENSG00000140488	protein-coding gene
HGNC:58304	CELF6-AS1			ENSG00000261460	non-coding RNA
HGNC:1849	CELP	CELL		ENSG00000170827	pseudogene
HGNC:1850	CELSR1		ME2, HFMI2, FMI2, CDHF9, ADGRC1	ENSG00000075275	protein-coding gene
HGNC:55984	CELSR1P1			ENSG00000237517	pseudogene
HGNC:3231	CELSR2	EGFL2	KIAA0279, MEGF3, Flamingo1, CDHF10, ADGRC2	ENSG00000143126	protein-coding gene
HGNC:3230	CELSR3	EGFL1	MEGF2, HFMI1, FMI1, CDHF11, ADGRC3	ENSG00000008300	protein-coding gene
HGNC:29213	CEMIP	KIAA1199	IR2155535, TMEM2L, HYBID, CEMIP1	ENSG00000103888	protein-coding gene
HGNC:11869	CEMIP2	TMEM2		ENSG00000135048	protein-coding gene
HGNC:32553	CEMP1		CP-23	ENSG00000205923	protein-coding gene
HGNC:30460	CENATAC	CCDC84	DLNB14	ENSG00000186166	protein-coding gene
HGNC:58699	CENATAC-AS1		AP003392.1	ENSG00000254428	non-coding RNA
HGNC:54215	CENATAC-DT	CCDC84-DT		ENSG00000255121	non-coding RNA
HGNC:56949	CENATACP1			ENSG00000271426	pseudogene
HGNC:24153	CEND1		FLJ90066, BM88	ENSG00000184524	protein-coding gene
HGNC:43674	CEND1P1			ENSG00000213159	pseudogene
HGNC:43675	CEND1P2				pseudogene
HGNC:1851	CENPA		CENP-A, CenH3	ENSG00000115163	protein-coding gene
HGNC:1852	CENPB			ENSG00000125817	protein-coding gene
HGNC:28272	CENPBD1P	CENPBD1	MGC16385	ENSG00000177946	pseudogene
HGNC:28421	CENPBD2P	CENPBD1P1		ENSG00000213753	pseudogene
HGNC:1854	CENPC	CENPC1	CENP-C, hcp-4, MIF2	ENSG00000145241	protein-coding gene
HGNC:1855	CENPCP1	CENPC, CENPC2, CENPC1P1		ENSG00000226982	pseudogene
HGNC:1856	CENPE		KIF10, PPP1R61	ENSG00000138778	protein-coding gene
HGNC:1857	CENPF		hcp-1	ENSG00000117724	protein-coding gene
HGNC:17268	CENPH			ENSG00000153044	protein-coding gene
HGNC:59063	CENPH-DT			ENSG00000295746	non-coding RNA
HGNC:3968	CENPI	FSHPRH1	LRPR1, CENP-I, Mis6	ENSG00000102384	protein-coding gene
HGNC:39575	CENPIP1			ENSG00000224778	pseudogene
HGNC:29479	CENPK		FKSG14, SOLT, CENP-K	ENSG00000123219	protein-coding gene
HGNC:17879	CENPL	C1orf155	dJ383J4.3, FLJ31044	ENSG00000120334	protein-coding gene
HGNC:18352	CENPM	C22orf18	Pane1, CENP-M, MGC861	ENSG00000100162	protein-coding gene
HGNC:30873	CENPN	C16orf60	FLJ13607, FLJ22660, BM039	ENSG00000166451	protein-coding gene
HGNC:55106	CENPN-AS1			ENSG00000260213	non-coding RNA
HGNC:54592	CENPNP1			ENSG00000233671	pseudogene
HGNC:54593	CENPNP2			ENSG00000228615	pseudogene
HGNC:28152	CENPO		MGC11266, CENP-O	ENSG00000138092	protein-coding gene
HGNC:32933	CENPP		RP11-19J3.3, CENP-P	ENSG00000188312	protein-coding gene
HGNC:56411	CENPPP1			ENSG00000238267	pseudogene
HGNC:21347	CENPQ	C6orf139	FLJ10545, CENP-Q	ENSG00000031691	protein-coding gene
HGNC:23163	CENPS	APITD1, MHF1	CENP-S, FAAP16	ENSG00000175279	protein-coding gene
HGNC:38843	CENPS-CORT	APITD1-CORT		ENSG00000251503	other
HGNC:25787	CENPT	C16orf56	FLJ13111, CENP-T	ENSG00000102901	protein-coding gene
HGNC:21348	CENPU	MLF1IP	CENP-U, KLIP1, CENP-50, PBIP1	ENSG00000151725	protein-coding gene
HGNC:49889	CENPUP1			ENSG00000255075	pseudogene
HGNC:49890	CENPUP2			ENSG00000258546	pseudogene
HGNC:29920	CENPV	PRR6	p30, CENP-V	ENSG00000166582	protein-coding gene
HGNC:31851	CENPVL1	CENPVP1	PRR6L1	ENSG00000223591	protein-coding gene
HGNC:43879	CENPVL2	CENPVP2		ENSG00000283093	protein-coding gene
HGNC:43880	CENPVL3	CENPVP3		ENSG00000224109	protein-coding gene
HGNC:21488	CENPW	C6orf173	CUG2	ENSG00000203760	protein-coding gene
HGNC:11422	CENPX	STRA13, MHF2	MGC14480, FAAP10, CENP-X	ENSG00000169689	protein-coding gene
HGNC:25024	CEP15	C3orf14	HT021	ENSG00000114405	protein-coding gene
HGNC:28209	CEP19	C3orf34	MGC14126	ENSG00000174007	protein-coding gene
HGNC:54796	CEP19P1			ENSG00000231032	pseudogene
HGNC:26435	CEP20	C16orf63, FOPNL	DKFZp686N1651, FLJ31153, PHSECRG2, FOR20	ENSG00000133393	protein-coding gene
HGNC:12370	CEP41	TSGA14	DKFZp762H1311, FLJ22445, JBTS15	ENSG00000106477	protein-coding gene
HGNC:17012	CEP43	FGFR1OP	FOP	ENSG00000213066	protein-coding gene
HGNC:29356	CEP44	KIAA1712		ENSG00000164118	protein-coding gene
HGNC:1161	CEP55	C10orf3	FLJ10540, CT111	ENSG00000138180	protein-coding gene
HGNC:30794	CEP57		Translokin, TSP57, KIAA0092	ENSG00000166037	protein-coding gene
HGNC:21561	CEP57L1	C6orf182	bA487F23.2, MGC21731	ENSG00000183137	protein-coding gene
HGNC:23521	CEP57L1P1	C10orf37, C6orf182P		ENSG00000224725	pseudogene
HGNC:25815	CEP63		FLJ13386	ENSG00000182923	protein-coding gene
HGNC:58371	CEP63-AS1			ENSG00000307599	non-coding RNA
HGNC:29076	CEP68	KIAA0582		ENSG00000011523	protein-coding gene
HGNC:29972	CEP70		BITE, FLJ13036	ENSG00000114107	protein-coding gene
HGNC:25547	CEP72		KIAA1519, FLJ10565	ENSG00000112877	protein-coding gene
HGNC:55563	CEP72-DT			ENSG00000249650	non-coding RNA
HGNC:25727	CEP76	C18orf9	HsT1705, FLJ12542	ENSG00000101624	protein-coding gene
HGNC:25740	CEP78	C9orf81	FLJ12643	ENSG00000148019	protein-coding gene
HGNC:17966	CEP83	CCDC41	NY-REN-58, NPHP18	ENSG00000173588	protein-coding gene
HGNC:27055	CEP83-DT	CCDC41-AS1, CEP83-AS1		ENSG00000278916	non-coding RNA
HGNC:25309	CEP85	CCDC21	DKFZP434L0117	ENSG00000130695	protein-coding gene
HGNC:21638	CEP85L	C6orf204	NY-BR-15, bA57K17.2	ENSG00000111860	protein-coding gene
HGNC:25907	CEP89	CCDC123	FLJ14640	ENSG00000121289	protein-coding gene
HGNC:25141	CEP95	CCDC45	DKFZp667E1824	ENSG00000258890	protein-coding gene
HGNC:26244	CEP97	LRRIQ2	FLJ23047	ENSG00000182504	protein-coding gene
HGNC:24866	CEP104	KIAA0562	GlyBP, RP1-286D6.4, CFAP256, ROC22, JBTS25	ENSG00000116198	protein-coding gene
HGNC:28514	CEP112	CCDC46	MGC33887	ENSG00000154240	protein-coding gene
HGNC:26690	CEP120	CCDC100	FLJ36090	ENSG00000168944	protein-coding gene
HGNC:29264	CEP126	KIAA1377		ENSG00000110318	protein-coding gene
HGNC:20359	CEP128	C14orf61, C14orf145		ENSG00000100629	protein-coding gene
HGNC:29511	CEP131	AZI1	AZ1, KIAA1118	ENSG00000141577	protein-coding gene
HGNC:29086	CEP135	KIAA0635, CEP4	FLJ13621	ENSG00000174799	protein-coding gene
HGNC:58793	CEP135-AS1				non-coding RNA
HGNC:29298	CEP152		KIAA0912, SCKL5, MCPH9	ENSG00000103995	protein-coding gene
HGNC:58297	CEP152-AS1			ENSG00000259670	non-coding RNA
HGNC:21107	CEP162	C6orf84, KIAA1009	QN1	ENSG00000135315	protein-coding gene
HGNC:29182	CEP164		KIAA1052, NPHP15	ENSG00000110274	protein-coding gene
HGNC:44988	CEP164P1			ENSG00000226937	pseudogene
HGNC:28920	CEP170	KIAA0470	KAB, FAM68A	ENSG00000143702	protein-coding gene
HGNC:20362	CEP170B	KIAA0284	FAM68C, Cep170R	ENSG00000099814	protein-coding gene
HGNC:28364	CEP170P1	KIAA0470L, CEP170L	MGC26143, FAM68B	ENSG00000154608	pseudogene
HGNC:25515	CEP192		KIAA1569, FLJ10352, PPP1R62	ENSG00000101639	protein-coding gene
HGNC:55313	CEP192-DT		RP11-773H22.4	ENSG00000266969	non-coding RNA
HGNC:55779	CEP192P1			ENSG00000283559	pseudogene
HGNC:1859	CEP250	CEP2	C-NAP1	ENSG00000126001	protein-coding gene
HGNC:40143	CEP250-AS1			ENSG00000230155	non-coding RNA
HGNC:29021	CEP290		KIAA0373, FLJ13615, 3H11Ag, rd16, NPHP6, JBTS5, SLSN6, LCA10, MKS4, BBS14, CT87, POC3	ENSG00000198707	protein-coding gene
HGNC:29366	CEP295	KIAA1731		ENSG00000166004	protein-coding gene
HGNC:44659	CEP295NL	KIAA1731NL	DDC8	ENSG00000178404	protein-coding gene
HGNC:24238	CEP350		KIAA0480, CAP350	ENSG00000135837	protein-coding gene
HGNC:24289	CEPT1			ENSG00000134255	protein-coding gene
HGNC:1862	CER1		DAND4	ENSG00000147869	protein-coding gene
HGNC:23723	CERCAM	CEECAM1	GLT25D3	ENSG00000167123	protein-coding gene
HGNC:19256	CERK		hCERK, FLJ23239, dA59H18.3, DKFZp434E0211, FLJ21430, KIAA1646, LK4, dA59H18.2	ENSG00000100422	protein-coding gene
HGNC:21699	CERKL	RP26		ENSG00000188452	protein-coding gene
HGNC:52664	CERNA1		LOC100129973	ENSG00000259577	non-coding RNA
HGNC:51354	CERNA2		HOST2	ENSG00000285972	non-coding RNA
HGNC:53469	CERNA3		CTA	ENSG00000253603	non-coding RNA
HGNC:53928	CEROX1			ENSG00000260807	non-coding RNA
HGNC:14253	CERS1	LASS1	LAG1, UOG1	ENSG00000223802	protein-coding gene
HGNC:14076	CERS2	LASS2	SP260, FLJ10243	ENSG00000143418	protein-coding gene
HGNC:58295	CERS2-AS1			ENSG00000259357	non-coding RNA
HGNC:23752	CERS3	LASS3	MGC27091	ENSG00000154227	protein-coding gene
HGNC:51431	CERS3-AS1			ENSG00000259430	non-coding RNA
HGNC:23747	CERS4	LASS4	FLJ12089, Trh1	ENSG00000090661	protein-coding gene
HGNC:23749	CERS5	LASS5	Trh4, MGC45411, FLJ25304	ENSG00000139624	protein-coding gene
HGNC:23826	CERS6	LASS6		ENSG00000172292	protein-coding gene
HGNC:44485	CERS6-AS1			ENSG00000227617	non-coding RNA
HGNC:2205	CERT1	COL4A3BP	GPBP, STARD11, CERT	ENSG00000113163	protein-coding gene
HGNC:1863	CES1		HMSE, CES2, HMSE1, SES1, CEH, CES1A1, CES1A2	ENSG00000198848	protein-coding gene
HGNC:18546	CES1P1	CES4	PCE-3, CESR, CES1A3	ENSG00000228695	pseudogene
HGNC:48928	CES1P2			ENSG00000260765	pseudogene
HGNC:1864	CES2		CE-2, iCE, CES2A1	ENSG00000172831	protein-coding gene
HGNC:1865	CES3		FLJ21736, ES31	ENSG00000172828	protein-coding gene
HGNC:26741	CES4A	CES8	FLJ37464	ENSG00000172824	protein-coding gene
HGNC:26459	CES5A	CES7	FLJ31547, CES4C1, CES5, CAUXIN	ENSG00000159398	protein-coding gene
HGNC:38516	CES5AP1			ENSG00000215478	pseudogene
HGNC:1866	CETN1	CETN	CEN1	ENSG00000177143	protein-coding gene
HGNC:1867	CETN2	CALT	CEN2	ENSG00000147400	protein-coding gene
HGNC:1868	CETN3		CEN3	ENSG00000153140	protein-coding gene
HGNC:59093	CETN3-AS1			ENSG00000255647	non-coding RNA
HGNC:35450	CETN4P			ENSG00000224786	pseudogene
HGNC:1869	CETP		BPIFF	ENSG00000087237	protein-coding gene
HGNC:29523	CFAP20	C16orf80	GTL3, fSAP23	ENSG00000070761	protein-coding gene
HGNC:58532	CFAP20-AS1			ENSG00000260545	non-coding RNA
HGNC:24763	CFAP20DC	C3orf67	FLJ42117, FLJ42930	ENSG00000163689	protein-coding gene
HGNC:41063	CFAP20DC-AS1	C3orf67-AS1		ENSG00000242428	non-coding RNA
HGNC:55618	CFAP20DC-DT			ENSG00000243295	non-coding RNA
HGNC:30540	CFAP36	CCDC104	MGC15407, BARTL1	ENSG00000163001	protein-coding gene
HGNC:26684	CFAP43	C10orf79, WDR96	FLJ36006, bA373N18.2, FLJ22944	ENSG00000197748	protein-coding gene
HGNC:25631	CFAP44	WDR52	FLJ11142	ENSG00000206530	protein-coding gene
HGNC:41113	CFAP44-AS1	WDR52-AS1		ENSG00000243849	non-coding RNA
HGNC:17229	CFAP45	CCDC19	NESG1	ENSG00000213085	protein-coding gene
HGNC:25247	CFAP46	C10orf123, C10orf124, C10orf93, C10orf92, TTC40	DKFZp434A1721, bA288G11.4, bA288G11.5, bB137A17.2, FLJ25954, bB137A17.3	ENSG00000171811	protein-coding gene
HGNC:26708	CFAP47	CXorf59, CXorf22, CXorf30, CHDC2	FLJ36601, RP13-11B7.1, MGC34831	ENSG00000165164	protein-coding gene
HGNC:16053	CFAP52	WDR16	WDRPUH, FLJ37528	ENSG00000166596	protein-coding gene
HGNC:26530	CFAP53	CCDC11	FLJ32743	ENSG00000172361	protein-coding gene
HGNC:43919	CFAP53P1	CCDC11P1		ENSG00000251515	pseudogene
HGNC:26456	CFAP54	C12orf63, C12orf55	FLJ31514, FLJ44112	ENSG00000188596	protein-coding gene
HGNC:26485	CFAP57	WDR65	FLJ32000	ENSG00000243710	protein-coding gene
HGNC:26676	CFAP58	C10orf80, CCDC147	FLJ35908, bA554P13.1	ENSG00000120051	protein-coding gene
HGNC:45243	CFAP58-DT	CCDC147-AS1, CFAP58-AS1	lncITPRIP-1	ENSG00000231233	non-coding RNA
HGNC:15872	CFAP61	C20orf26	DKFZP434K156, dJ1002M8.3, CaM-IP3	ENSG00000089101	protein-coding gene
HGNC:40731	CFAP61-AS1			ENSG00000243810	non-coding RNA
HGNC:25325	CFAP65	CCDC108	DKFZp434O0527, MGC35338	ENSG00000181378	protein-coding gene
HGNC:58353	CFAP65-AS1			ENSG00000224090	non-coding RNA
HGNC:1163	CFAP68	C11orf1	FLJ23499	ENSG00000137720	protein-coding gene
HGNC:26107	CFAP69	C7orf63	FLJ21062, FAP69	ENSG00000105792	protein-coding gene
HGNC:50809	CFAP69P1			ENSG00000259922	pseudogene
HGNC:30726	CFAP70	TTC18	FLJ25765	ENSG00000156042	protein-coding gene
HGNC:37100	CFAP73	CCDC42B	MIA2	ENSG00000186710	protein-coding gene
HGNC:29368	CFAP74	C1orf222, KIAA1751	FLJ45476	ENSG00000142609	protein-coding gene
HGNC:33776	CFAP77	C9orf171	FLJ46082	ENSG00000188523	protein-coding gene
HGNC:27028	CFAP90	C5orf49	LOC134121	ENSG00000215217	protein-coding gene
HGNC:24010	CFAP91	C3orf15, MAATS1	AAT1, AAT1alpha, SPATA26, CaM-IP2, AAT-1	ENSG00000183833	protein-coding gene
HGNC:29231	CFAP92	KIAA1257	FLJ43738, FAP92	ENSG00000114656	protein-coding gene
HGNC:31422	CFAP95	C9orf135		ENSG00000204711	protein-coding gene
HGNC:48713	CFAP95-DT	C9orf135-AS1, C9orf135-DT		ENSG00000225626	non-coding RNA
HGNC:34346	CFAP96	C4orf47	LOC441054	ENSG00000205129	protein-coding gene
HGNC:29276	CFAP97	KIAA1430	DKFZp434F1728, hmw	ENSG00000164323	protein-coding gene
HGNC:37241	CFAP97D1	C17orf105		ENSG00000231256	protein-coding gene
HGNC:58321	CFAP97D1-AS1			ENSG00000267604	non-coding RNA
HGNC:53789	CFAP97D2			ENSG00000283361	protein-coding gene
HGNC:54528	CFAP97P1			ENSG00000271164	pseudogene
HGNC:51180	CFAP99			ENSG00000206113	protein-coding gene
HGNC:26842	CFAP100	CCDC37	FLJ40083, MIA1	ENSG00000163885	protein-coding gene
HGNC:49641	CFAP100-DT	CCDC37-AS1, CCDC37-DT		ENSG00000249833	non-coding RNA
HGNC:28567	CFAP107	C1orf158	MGC35194	ENSG00000157330	protein-coding gene
HGNC:28078	CFAP119	C16orf93, CCDC189	MGC104706	ENSG00000196118	protein-coding gene
HGNC:32325	CFAP126	C1orf192	Flattop, Fltp	ENSG00000188931	protein-coding gene
HGNC:32305	CFAP141	C1orf189		ENSG00000163263	protein-coding gene
HGNC:34347	CFAP144	FAM183A	LOC440585, hCG23177	ENSG00000186973	protein-coding gene
